rent_ceiling,unit_address,housing_services,tenancy_start_date,unit_status,bed,occ
"$1,955.52",2138 CENTER ST #12,"Garbage, Water",8/25/2014,RENTED - Rented or Available,0,1
"$2,301.75",2138 CENTER ST #14,"Garbage, Water",8/1/2016,RENTED - Rented or Available,0,1
"$2,600.00",2138 CENTER ST #15,"Garbage, Water",8/1/2017,RENTED - Rented or Available,0,1
"$2,301.75",2138 CENTER ST #16,"Garbage, Water",8/1/2016,RENTED - Rented or Available,0,1
"$1,092.69",2138 CENTER ST #17,(no active services),8/10/1996,RENTED - Rented or Available,0,0
n/a,2055 CENTER ST #201,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #202,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #203,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #204,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #205,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #206,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #207,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #208,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #209,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #210,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #211,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #212,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #213,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #214,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #215,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #216,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #217,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #218,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #301,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #302,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #303,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #304,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #305,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #306,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #307,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #308,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #309,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #310,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #311,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #312,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #313,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #314,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #315,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #316,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #317,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #318,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #401,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #402,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #403,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #404,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #405,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #406,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #407,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #408,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #409,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #410,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #411,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #412,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #413,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #414,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #415,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #416,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #417,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #418,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #419,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #420,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #501,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #502,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #503,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #504,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #505,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #506,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #507,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #508,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #509,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #510,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #511,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #512,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #513,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #514,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #515,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #516,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #517,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #518,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #519,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #520,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #601,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #602,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #603,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #604,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #605,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #606,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #607,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #608,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #609,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #610,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #611,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #612,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #613,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #614,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #615,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #616,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #617,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #618,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #619,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #620,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #701,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #702,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #703,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #704,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #705,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #706,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #707,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #708,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #709,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #710,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #711,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #712,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #713,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #714,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #715,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #716,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #717,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #718,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #719,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #720,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #801,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #802,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #803,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #804,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #805,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #806,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #807,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #808,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #809,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #810,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #811,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #812,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #813,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #814,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #815,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #816,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #817,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #818,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #819,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #820,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #901,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #902,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #903,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #904,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #905,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #906,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #907,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #908,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
n/a,2055 CENTER ST #909,(no active services),n/a,NEW - New Construction since 7/1/2012,-1,-1
"$1,918.13",1907 CENTER ST #1,"Garbage, Heat, Water",4/15/2016,RENTED - Rented or Available,0,1
"$1,060.44",1907 CENTER ST #2,"Garbage, Heat, Laundry Access, Water",11/12/2010,RENTED - Rented or Available,0,1
"$1,510.05",1907 CENTER ST #3,"Garbage, Heat, Laundry Access, Water",3/12/2015,RENTED - Rented or Available,0,1
$873.45,1907 CENTER ST #4,"Garbage, Heat, Laundry Access, Water",5/7/2011,RENTED - Rented or Available,0,1
"$1,043.73",1907 CENTER ST #5,"Garbage, Heat, Laundry Access, Water",8/7/2011,RENTED - Rented or Available,0,1
"$1,431.94",1907 CENTER ST #6,"Garbage, Heat, Laundry Access, Water",8/1/2014,RENTED - Rented or Available,0,1
"$1,009.13",1907 CENTER ST #7,"Garbage, Heat, Laundry Access, Water",7/29/2013,RENTED - Rented or Available,0,1
"$1,562.12",1907 CENTER ST #8,"Garbage, Heat, Laundry Access, Water",12/1/2014,RENTED - Rented or Available,0,1
"$1,221.57",1907 CENTER ST #9,"Garbage, Heat, Laundry Access, Water",9/5/2013,RENTED - Rented or Available,0,1
"$1,379.87",1907 CENTER ST #10,"Garbage, Heat, Laundry Access, Water",4/1/2014,RENTED - Rented or Available,0,1
"$1,713.53",1907 CENTER ST #11,"Garbage, Heat, Water",7/18/2016,RENTED - Rented or Available,0,2
"$1,348.63",1907 CENTER ST #12,"Garbage, Heat, Laundry Access, Water",7/5/2014,RENTED - Rented or Available,0,1
"$1,016.27",1907 CENTER ST #14,"Garbage, Heat, Laundry Access, Water",7/1/2011,RENTED - Rented or Available,0,1
"$1,037.15",1907 CENTER ST #15,"Garbage, Heat, Laundry Access, Water",1/1/2004,RENTED - Rented or Available,0,1
"$1,918.13",1907 CENTER ST #16,"Garbage, Heat, Water",4/24/2016,RENTED - Rented or Available,0,2
"$2,536.89",2301 CEDAR ST #1,"Garbage, Laundry Access",7/1/2014,RENTED - Rented or Available,1,2
"$2,915.96",2301 CEDAR ST #2,Laundry Access,8/1/2015,RENTED - Rented or Available,1,2
"$2,046.00",2301 CEDAR ST #3,"Appliances, Laundry Access",1/1/2016,RENTED - Rented or Available,0,1
"$2,138.18",2301 CEDAR ST #4,"Garbage, Laundry Access",6/1/2012,RENTED - Rented or Available,1,2
"$1,978.69",2301 CEDAR ST #5,Laundry Access,7/1/2015,RENTED - Rented or Available,0,1
$511.47,2301 CEDAR ST #6,"Electricity, Garbage, Gas, Storage, Water",n/a,RENTED - Rented or Available since 6/28/2016,0,-1
"$2,250.60",2301 CEDAR ST #7,(no active services),7/1/2016,RENTED - Rented or Available,0,2
n/a,2301 CEDAR ST #8,"Electricity, Garbage, Gas, Storage, Water",n/a,(~) MISC - Exempt-Misc since 8/1/2004,-1,-1
"$1,440.00",2030 CEDAR ST #1,"Appliances, Garbage, Laundry Access, Other, Water",7/30/2017,RENTED - Rented or Available,0,1
"$1,279.11",2030 CEDAR ST #2,"Garbage, Water",6/4/2008,RENTED - Rented or Available,0,1
n/a,2030 CEDAR ST #3,"Garbage, Laundry Access, Water",n/a,NAR - Not Available for Rent since 6/3/2016,-1,-1
"$1,350.36",2030 CEDAR ST #4,"Garbage, Water",8/17/2016,RENTED - Rented or Available,0,1
"$1,350.36",2030 CEDAR ST #5,"Garbage, Water",9/1/2016,RENTED - Rented or Available,0,1
n/a,2030 CEDAR ST #6,"Garbage, Water",n/a,NAR - Not Available for Rent since 2/1/2015,-1,-1
n/a,1849 CEDAR ST #A,(no active services),n/a,OOCC - Owner Occupied since 1/31/2006,-1,-1
"$2,297.18",1849 CEDAR ST #B,"Appliances, Garbage",8/1/2012,RENTED - Rented or Available,2,2
"$1,455.17",1849 CEDAR ST #C,Garbage,2/17/2002,RENTED - Rented or Available,1,2
n/a,1849 CEDAR ST #D,(no active services),n/a,OOCC - Owner Occupied since 2/17/2002,-1,-1
"$1,078.48",1712 CEDAR ST #A,"Garbage, Parking, Storage, Water",3/1/1996,RENTED - Rented or Available,2,0
$849.68,1712 CEDAR ST #B,"Garbage, Parking, Storage, Water",5/31/1980,RENTED - Rented or Available,2,0
$849.68,1712 CEDAR ST #C,"Garbage, Parking, Storage, Water",5/31/1980,RENTED - Rented or Available,2,0
$849.68,1712 CEDAR ST #D,"Garbage, Parking, Storage, Water",5/31/1980,RENTED - Rented or Available,2,0
"$1,955.52",1742 CEDAR ST,"Appliances, Laundry Access",8/18/2014,RENTED - Rented or Available,1,2
"$1,744.11",1742 CEDAR ST #A,"Appliances, Laundry Access",7/14/2014,RENTED - Rented or Available,1,1
"$1,532.70",1742 CEDAR ST #B,"Appliances, Laundry Access",7/15/2014,RENTED - Rented or Available,0,1
$646.09,1742 CEDAR ST #C,"Garbage, Water",5/31/1980,RENTED - Rented or Available,1,0
n/a,1259 CARRISON ST #A,"Appliances, Garbage",n/a,(~) MISC - Exempt-Misc since 7/16/2016,-1,-1
n/a,1259 CARRISON ST #B,"Appliances, Garbage",7/7/2016,(~) MISC - Exempt-Misc,-1,-1
"$2,301.75",1259 CARRISON ST #C,"Garbage, Water",2/1/2016,RENTED - Rented or Available,2,2
n/a,1259 CARRISON ST #D,(no active services),n/a,(~) MISC - Exempt-Misc since 7/1/2008,-1,-1
"$1,671.16",1255 CARRISON ST #A,Garbage,10/20/2013,RENTED - Rented or Available,2,2
"$1,273.17",1255 CARRISON ST #B,"Appliances, Garbage, Parking, Sewer",3/14/2004,RENTED - Rented or Available,2,2
$711.25,1255 CARRISON ST #C,Garbage,n/a,RENTED - Rented or Available since 9/1/2002,2,-1
n/a,1255 CARRISON ST #D,Garbage,n/a,OOCC - Owner Occupied since 12/8/2014,-1,-1
$934.72,1235 CARRISON ST #1,"Appliances, Garbage, Parking",7/1/2010,RENTED - Rented or Available,1,1
$753.72,1235 CARRISON ST #2,Garbage,n/a,RENTED - Rented or Available since 6/1/1996,1,-1
n/a,1235 CARRISON ST #3,"Garbage, Parking, Sewer",n/a,OOCC - Owner Occupied since 7/14/1990,-1,-1
$951.33,1235 CARRISON ST #4,"Appliances, Garbage, Parking",5/19/2014,RENTED - Rented or Available,2,3
"$2,395.25",1202 CARRISON ST #A,Laundry Access,10/1/2015,RENTED - Rented or Available,2,2
$821.64,1202 CARRISON ST #B,(no active services),10/1/1997,RENTED - Rented or Available,2,0
"$1,849.81",1202 CARRISON ST #C,Laundry Access,8/1/2014,RENTED - Rented or Available,2,3
"$2,008.36",1202 CARRISON ST #D,Laundry Access,8/1/2014,RENTED - Rented or Available,2,2
"$1,454.67",1202 CARRISON ST #E,Garbage,12/1/2009,RENTED - Rented or Available,2,2
"$1,644.22",1202 CARRISON ST #F,(no active services),8/14/2013,RENTED - Rented or Available,2,2
"$2,968.03",1299 CARLOTTA AVE #A,"Garbage, Laundry Access, Parking, Storage, Water",10/9/2015,RENTED - Rented or Available,2,2
"$1,149.64",1299 CARLOTTA AVE #B,"Appliances, Garbage, Laundry Access, Other, Parking, Storage",10/3/2009,RENTED - Rented or Available,2,1
"$2,357.48",1299 CARLOTTA AVE #C,"Appliances, Garbage, Laundry Access, Parking",8/4/2012,RENTED - Rented or Available,2,1
n/a,1299 CARLOTTA AVE #D,Garbage,n/a,OOCC - Owner Occupied since 6/5/1999,-1,-1
"$2,061.22",2409 CARLETON ST #1,"Appliances, Garbage, Storage",6/1/2014,RENTED - Rented or Available,2,1
"$1,083.47",2409 CARLETON ST #2,"Appliances, Storage",9/1/2014,RENTED - Rented or Available,1,1
"$2,150.00",2409 CARLETON ST #3,"Appliances, Garbage, Storage",7/1/2017,RENTED - Rented or Available,1,1
"$1,057.04",2409 CARLETON ST #4,"Appliances, Garbage, Other, Storage",6/1/2014,RENTED - Rented or Available,1,1
"$1,350.19",1126 CEDAR ST #1,"Garbage, Gas, Laundry Access, Parking, Storage, Water",n/a,RENTED - Rented or Available since 12/14/1993,3,-1
n/a,1126 CEDAR ST #2,"Garbage, Gas, Laundry Access, Parking, Storage, Water",n/a,(~) MISC - Exempt-Misc since 3/26/2002,-1,-1
$949.36,1126 CEDAR ST #3,"Garbage, Gas, Laundry Access, Parking, Storage, Water",5/31/1980,RENTED - Rented or Available,2,0
n/a,1126 CEDAR ST #4,"Electricity, Furnishings, Gas, Other",n/a,(~) MISC - Exempt-Misc since 1/18/1996,-1,-1
n/a,1126 CEDAR ST #5,Gas,n/a,(~) MISC - Exempt-Misc since 12/1/2015,-1,-1
"$2,195.00",2020 CEDAR ST #1,"Garbage, Water",2/4/2017,RENTED - Rented or Available,1,2
"$1,253.25",2020 CEDAR ST #2,"Appliances, Garbage, Laundry Access, Parking, Sewer, Water",3/1/1999,RENTED - Rented or Available,2,3
"$2,102.45",2020 CEDAR ST #3,"Appliances, Garbage, Laundry Access, Water",8/1/2013,RENTED - Rented or Available,2,2
"$2,007.25",2020 CEDAR ST #4,"Appliances, Garbage, Laundry Access, Water",5/15/2011,RENTED - Rented or Available,2,4
"$2,138.18",2020 CEDAR ST #5,"Garbage, Laundry Access, Water",4/1/2012,RENTED - Rented or Available,2,1
"$1,080.37",2020 CEDAR ST #6,"Appliances, Garbage, Laundry Access, Parking, Sewer, Water",5/31/1980,RENTED - Rented or Available,2,0
"$2,603.54",2020 CEDAR ST #7,"Garbage, Water",8/13/2015,RENTED - Rented or Available,2,2
"$3,100.00",2020 CEDAR ST #8,"Garbage, Water",7/1/2017,RENTED - Rented or Available,2,2
"$3,200.00",2020 CEDAR ST #9,"Garbage, Water",6/1/2017,RENTED - Rented or Available,2,4
"$2,343.18",2109 CEDAR ST #A,"Garbage, Water",7/7/2015,RENTED - Rented or Available,1,2
"$2,399.00",2109 CEDAR ST #B,"Appliances, Garbage, Laundry Access, Water",7/25/2017,RENTED - Rented or Available,0,2
"$2,239.04",2109 CEDAR ST #C,"Appliances, Garbage, Laundry Access, Water",2/6/2015,RENTED - Rented or Available,1,1
"$2,343.18",2109 CEDAR ST #D,"Appliances, Garbage, Laundry Access, Water",10/1/2015,RENTED - Rented or Available,1,1
$741.90,2109 CEDAR ST #E,"Garbage, Water",5/31/1980,RENTED - Rented or Available,1,0
"$2,557.50",2109 CEDAR ST #F,"Appliances, Garbage, Laundry Access, Water",7/15/2016,RENTED - Rented or Available,1,1
"$2,447.32",2109 CEDAR ST #G,"Appliances, Garbage, Laundry Access, Water",7/1/2015,RENTED - Rented or Available,1,1
"$3,017.85",2259 CEDAR ST #1,"Appliances, Garbage, Water",3/25/2016,RENTED - Rented or Available,1,2
"$1,805.94",2259 CEDAR ST #2,"Appliances, Garbage, Water",6/24/2013,RENTED - Rented or Available,1,2
"$1,857.99",2259 CEDAR ST #3,"Garbage, Water",6/1/2006,RENTED - Rented or Available,1,2
"$1,616.18",2259 CEDAR ST #4,"Appliances, Garbage, Water",2/15/2013,RENTED - Rented or Available,1,2
"$1,643.65",1569 SPRUCE ST #5,"Appliances, Garbage, Water",5/2/2012,RENTED - Rented or Available,0,1
"$2,556.48",1569 SPRUCE ST #6,"Appliances, Garbage, Water",12/1/2016,RENTED - Rented or Available,1,2
"$2,425.90",1569 SPRUCE ST #7,"Appliances, Garbage, Water",9/1/2014,RENTED - Rented or Available,0,2
"$1,940.34",1569 SPRUCE ST #8,"Appliances, Garbage, Parking, Water",6/1/2011,RENTED - Rented or Available,1,1
n/a,2319 CARLETON ST #A,"Garbage, Parking, Storage, Water",n/a,OOCC - Owner Occupied since 9/10/2016,-1,-1
$918.15,2319 CARLETON ST #B,"Garbage, Parking, Sewer, Storage, Water",2/15/2000,RENTED - Rented or Available,1,1
"$3,631.65",2319 CARLETON ST #C,"Appliances, Garbage, Parking",9/10/2016,RENTED - Rented or Available,0,2
n/a,2319 CARLETON ST #D,"Garbage, Parking, Storage, Water",n/a,OOCC - Owner Occupied since 7/26/1990,-1,-1
"$1,505.96",2321 CARLETON ST,"Garbage, Parking, Storage, Water",5/31/1980,RENTED - Rented or Available,2,0
"$1,585.56",2021 CARLETON ST #1,"Appliances, Garbage, Parking, Water",8/1/2014,RENTED - Rented or Available,2,2
$741.68,2021 CARLETON ST #2,"Garbage, Gas, Laundry Access, Water",4/1/2016,RENTED - Rented or Available,0,1
"$1,414.36",2021 CARLETON ST #3,"Appliances, Garbage, Laundry Access, Parking, Water",n/a,RENTED - Rented or Available since 6/28/2006,1,-1
"$2,500.00",2021 CARLETON ST #A,"Appliances, Garbage, Laundry Access, Parking, Storage, Water",11/21/2017,RENTED - Rented or Available,2,2
n/a,2267 CEDAR ST #1,"Electricity, Garbage, Gas, Storage, Water",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
n/a,2267 CEDAR ST #2,"Electricity, Garbage, Gas, Storage, Water",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
n/a,2267 CEDAR ST #3,"Electricity, Garbage, Gas, Storage, Water",n/a,OOCC - Owner Occupied since 1/1/1996,-1,-1
n/a,2267 CEDAR ST #LOWER,"Garbage, Storage, Water",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
n/a,2267 CEDAR ST #UPPER,"Garbage, Storage, Water",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
"$3,500.00",2269 CEDAR ST #A,"Appliances, Garbage, Water",6/1/2017,RENTED - Rented or Available,4,4
"$2,000.00",2269 CEDAR ST #B,"Appliances, Garbage, Laundry Access, Water",8/20/2017,RENTED - Rented or Available,2,4
